step	mediator-max-opt_count_mean	mediator-max-opt_count_std_up	mediator-max-opt_count_std_down
1		[  0.  226.2   0.    0. ]		[  0.      229.74401   0.        0.     ]		[  0.      222.65599   0.        0.     ]
2		[1.2 0.  0.  0. ]		[1.6 0.  0.  0. ]		[0.8 0.  0.  0. ]
3		[ 0.  22.6  0.   0. ]		[ 0.      26.26606  0.       0.     ]		[ 0.      18.93394  0.       0.     ]
4		[0. 0. 0. 0.]		[0. 0. 0. 0.]		[0. 0. 0. 0.]
5		[0. 0. 0. 0.]		[0. 0. 0. 0.]		[0. 0. 0. 0.]
