step	mediator-max-opt_count_mean	mediator-max-opt_count_std_up	mediator-max-opt_count_std_down
1		[  1.    1.  233.8   0. ]		[  1.        1.      235.52047   0.     ]		[  1.        1.      232.07953   0.     ]
2		[1.4 0.  0.  0. ]		[1.8899 0.     0.     0.    ]		[0.9101 0.     0.     0.    ]
3		[0. 0. 0. 0.]		[0. 0. 0. 0.]		[0. 0. 0. 0.]
4		[ 0.   0.  12.8  0. ]		[ 0.       0.      14.12665  0.     ]		[ 0.       0.      11.47335  0.     ]
5		[0. 0. 0. 0.]		[0. 0. 0. 0.]		[0. 0. 0. 0.]
