step	mbie_count_mean	mbie_count_std_up	mbie_count_std_down
1		[56.4 50.8 38.4 21. ]		[63.51618 53.72575 48.31161 21.89443]		[49.28382 47.87425 28.48839 20.10557]
2		[3.  2.6 1.4 1.4]		[3.63246 3.6198  2.2     2.2    ]		[2.36754 1.5802  0.6     0.6    ]
3		[1.  1.8 1.  0.8]		[1.     2.7798 1.     1.2   ]		[1.     0.8202 1.     0.4   ]
4		[0.6 0.4 0.4 0.2]		[1.0899 0.8899 0.8899 0.6   ]		[ 0.1101 -0.0899 -0.0899 -0.2   ]
5		[20.8 16.2 16.  15.8]		[21.54833 16.94833 16.89443 16.54833]		[20.05167 15.45167 15.10557 15.05167]
