step	mediator-max-opt_cum_inst_loss_mean	mediator-max-opt_cum_inst_loss_std_up	mediator-max-opt_cum_inst_loss_std_down
1		-4346.87508		2870.9121		-11564.66226
2		-1773.26834		7854.47793		-11401.01461
3		-285.36668		13295.83582		-13866.56919
4		2362.7745		20519.94843		-15794.39942
5		2601.51344		26158.27085		-20955.24397
6		2326.99326		32707.31662		-28053.3301
7		554.10322		37343.03868		-36234.83223
8		-1380.32549		41742.76718		-44503.41816
9		-3583.81841		45875.70943		-53043.34626
10		-7614.03088		49478.06169		-64706.12345
11		-12767.66549		52626.69181		-78162.0228
12		-17787.18047		55690.18041		-91264.54136
13		-21167.71008		58261.4788		-100596.89897
14		-26018.43958		60400.20974		-112437.0889
15		-31534.73951		61393.35497		-124462.834
16		-36660.80906		62743.55951		-136065.17763
17		-40330.92134		65596.05056		-146257.89324
18		-42791.28436		69310.06079		-154892.6295
19		-44627.91795		72640.74649		-161896.58239
20		-43824.72746		76823.55062		-164473.00554
21		-43432.98816		79964.24656		-166830.22289
22		-41032.93264		83597.70105		-165663.56634
23		-37592.51259		86957.07997		-162142.10515
24		-34611.64409		91223.06937		-160446.35754
25		-28709.86922		97928.84318		-155348.58161
26		-21877.54645		105439.21607		-149194.30896
27		-15876.84508		113336.62688		-145090.31703
28		-6922.92811		123758.79246		-137604.64869
29		-22.54564		133069.0293		-133114.12058
30		7807.33516		143640.50426		-128025.83394
31		15507.78846		153979.14747		-122963.57054
32		21639.32655		164320.26396		-121041.61086
33		26545.61468		174902.37255		-121811.1432
34		32221.4105		187141.81065		-122698.98964
35		36933.14484		199095.22931		-125228.93962
36		40267.83974		210324.82998		-129789.1505
37		43777.263		222448.84178		-134894.31578
38		47443.08132		235658.13984		-140771.9772
39		50722.93496		249296.99352		-147851.1236
40		54119.57148		263978.23712		-155739.09416
41		57738.23715		278814.52371		-163338.0494
42		59965.20217		291460.69307		-171530.28872
43		60650.14401		304448.13668		-183147.84865
44		61161.03495		316744.63317		-194422.56327
45		63577.07088		327910.51191		-200756.37014
46		68074.95135		337952.36205		-201802.45936
47		72218.49031		349578.48519		-205141.50458
48		76930.56866		361141.44857		-207280.31125
49		82936.81905		370366.70954		-204493.07144
50		90745.84943		377653.2222		-196161.52334
51		98996.97064		387297.61367		-189303.67239
52		105625.59132		396050.90488		-184799.72224
53		113719.99811		405841.40298		-178401.40676
54		120922.57963		414580.75093		-172735.59167
55		128519.97364		422619.37948		-165579.43219
56		135849.07465		432180.24941		-160482.10011
57		142895.76198		440035.55471		-154244.03075
58		149645.17175		449233.02083		-149942.67732
59		156081.65777		458306.41638		-146143.10083
60		162838.44121		466653.80744		-140976.92501
61		167949.11306		474674.78682		-138776.56071
62		173471.12623		481960.05899		-135017.80652
63		177832.63095		489725.22521		-134059.96331
64		181789.72695		497352.75392		-133773.30001
65		184798.06809		504149.16034		-134553.02415
66		188008.00178		511843.95805		-135827.95449
67		190096.56222		518329.11095		-138135.98651
68		191165.55337		523786.14178		-141455.03504
69		191711.90472		529060.08167		-145636.27223
70		191708.10893		534143.99043		-150727.77257
71		191125.21088		539030.77567		-156780.35392
72		190582.42234		545606.61426		-164441.76959
73		188748.2784		551250.58715		-173754.03035
74		186761.75958		556192.67539		-182669.15623
75		185363.63679		560992.76675		-190265.49317
76		188077.3252		566680.20115		-190525.55075
77		191553.76749		574909.54837		-191802.01339
78		195194.71542		584252.99915		-193863.56832
79		200430.20525		594623.84763		-193763.43713
80		207344.16024		603194.33465		-188506.01418
81		213269.96666		611921.62458		-185381.69127
82		218839.50178		620854.29259		-183175.28903
83		226788.96849		633752.45491		-180174.51792
84		232632.03492		644182.12104		-178918.0512
85		238825.88996		654165.49814		-176513.71822
86		247333.43574		662770.23517		-168103.3637
87		254447.8389		671059.39196		-162163.71415
