step	mediator-random_count_mean	mediator-random_count_std_up	mediator-random_count_std_down
1		[0.2 0.8]		[0.6     1.96619]		[-0.2     -0.36619]
2		[0.  9.4]		[ 0.      16.95248]		[0.      1.84752]
3		[ 0.  20.2]		[ 0.      30.26777]		[ 0.      10.13223]
4		[ 0. 58.]		[ 0.      66.89944]		[ 0.      49.10056]
5		[  0.  114.8]		[  0.      128.34105]		[  0.      101.25895]
6		[ 0.  46.6]		[ 0.      55.21626]		[ 0.      37.98374]
