step	mediator-random_count_mean	mediator-random_count_std_up	mediator-random_count_std_down
1		[  0.  224.8   0.    0. ]		[  0.  228.4   0.    0. ]		[  0.  221.2   0.    0. ]
2		[1. 0. 0. 0.]		[1. 0. 0. 0.]		[1. 0. 0. 0.]
3		[ 0.  24.2  0.   0. ]		[ 0.  27.8  0.   0. ]		[ 0.  20.6  0.   0. ]
4		[0. 0. 0. 0.]		[0. 0. 0. 0.]		[0. 0. 0. 0.]
5		[0. 0. 0. 0.]		[0. 0. 0. 0.]		[0. 0. 0. 0.]
