step	mediator-random_count_mean	mediator-random_count_std_up	mediator-random_count_std_down
1		[  0.   0. 138.   0.]		[  0.        0.      140.09762   0.     ]		[  0.        0.      135.90238   0.     ]
2		[1. 0. 0. 0.]		[1. 0. 0. 0.]		[1. 0. 0. 0.]
3		[0. 0. 0. 0.]		[0. 0. 0. 0.]		[0. 0. 0. 0.]
4		[  0.   0. 111.   0.]		[  0.        0.      113.09762   0.     ]		[  0.        0.      108.90238   0.     ]
5		[0. 0. 0. 0.]		[0. 0. 0. 0.]		[0. 0. 0. 0.]
