episode	mbie_cov_err_sq_R_mean	mbie_cov_err_sq_R_std_up	mbie_cov_err_sq_R_std_down	mbie_eb_cov_err_sq_R_mean	mbie_eb_cov_err_sq_R_std_up	mbie_eb_cov_err_sq_R_std_down
1		17909700.0		20353839.30863		15465560.69137		15552900.0		19061567.30255		12044232.69745
2		15792100.0		18799442.0557		12784757.9443		14015300.0		17207106.41017		10823493.58983
3		15023300.0		18013516.47377		12033083.52623		14015300.0		17207106.41017		10823493.58983
4		15108722.22222		18005434.38484		12212010.0596		14028100.0		17208532.27251		10847667.72749
5		14344922.22222		17038521.81751		11651322.62693		14028100.0		17208532.27251		10847667.72749
6		13514725.0		16535799.27127		10493650.72873		13708100.0		17287464.94926		10128735.05074
7		12866050.0		15199498.44008		10532601.55992		13708100.0		17287464.94926		10128735.05074
8		12748594.44444		15100771.20555		10396417.68334		13699090.625		17283783.04061		10114398.20939
9		11124883.81519		13315020.14909		8934747.4813		13690081.25		17280070.61648		10100091.88352
10		11110365.30612		13296844.70757		8923885.90468		13676107.90895		17269244.82379		10082970.99411
11		11105026.41723		13290294.09509		8919758.73938		13355989.26698		17254644.68362		9457333.85033
12		9476920.40816		13218694.45999		5735146.35634		12587150.04649		16628553.88887		8545746.20411
13		9476920.40816		13218694.45999		5735146.35634		12587416.99093		16628751.37539		8546082.60648
14		8635310.40816		11654944.84684		5615675.96949		12589175.8752		16621972.0148		8556379.73561
15		7795472.63039		11012393.92233		4578551.33844		12581151.19833		16615925.30619		8546377.09048
16		6331096.32653		8771899.0474		3890293.60566		12576825.1148		16616777.00883		8536873.22076
17		5510655.5102		8290254.043		2731056.97741		12567307.24175		16611488.02457		8523126.45892
18		5510655.5102		8290254.043		2731056.97741		12566474.30514		16611829.53665		8521119.07364
19		4691455.5102		7709836.42712		1673074.59329		12245016.94394		16480912.39981		8009121.48807
20		3922655.5102		7009179.36595		836131.65446		11476201.06752		14995915.02008		7956487.11496
21		3922655.5102		7009179.36595		836131.65446		11479422.22447		14999382.13276		7959462.31618
22		3110566.62132		5990088.97348		231044.26915		11470164.44537		14998695.98932		7941632.90142
23		3110566.62132		5990088.97348		231044.26915		11466502.41442		14998187.42825		7934817.40058
24		2288696.32653		4660174.40538		-82781.75232		11466320.51235		14997989.72257		7934651.30213
25		2282116.62132		4659214.20488		-94980.96225		10690676.73754		13079008.79893		8302344.67616
26		2396747.73243		4686784.15824		106711.30661		10695212.7675		13084706.4657		8305719.0693
27		2391058.84354		4686752.10925		95365.57783		10373484.19838		12839000.8802		7907967.51657
28		2499147.73243		4737094.55097		261200.91388		10372109.43794		12836331.22928		7907887.64659
29		2499147.73243		4737094.55097		261200.91388		10370240.8052		12830510.63327		7909970.97713
30		2499147.73243		4737094.55097		261200.91388		10375114.04574		12830548.67532		7919679.41616
31		1727841.72336		3138806.60724		316876.83947		10374127.1226		12830264.71608		7917989.52911
32		1727841.72336		3138806.60724		316876.83947		10374067.13195		12830255.81925		7917878.44464
33		1727841.72336		3138806.60724		316876.83947		9745939.17129		13280678.19407		6211200.14852
34		1727841.72336		3138806.60724		316876.83947		9644568.6103		13413629.43877		5875507.78182
35		1727841.72336		3138806.60724		316876.83947		8843032.10087		12027790.0688		5658274.13295
36		1752755.69413		3137117.55459		368393.83367		8828753.20562		12045519.58929		5611986.82195
37		1744125.46815		3118965.8075		369285.12879		8824151.2288		12054463.64443		5593838.81316
38		1744289.51773		3118965.74037		369613.2951		8852636.87884		12006546.34338		5698727.41431
39		1422347.90296		2772111.56268		72584.24324		8852167.90781		12005991.01569		5698344.79993
40		1412662.2083		2759152.27564		66172.14096		8850163.91388		11998627.15296		5701700.67479
41		1412215.65597		2758371.7257		66059.58624		8853161.71316		12002332.64368		5703990.78265
42		1417539.14495		2758910.55279		76167.73711		8891857.88244		11937198.00357		5846517.76131
43		1418277.24083		2759999.6034		76554.87826		8561229.1626		11476696.13588		5645762.18932
44		1419787.81282		2761772.31643		77803.30922		8620428.16158		11537188.81354		5703667.50962
45		1421379.85773		2763702.36564		79057.34981		8620908.50428		11535062.93956		5706754.069
46		1423065.18049		2765702.6642		80427.69679		8578594.03824		11490846.14781		5666341.92868
47		1419753.89807		2767779.33902		71728.45711		8621087.05003		11533864.51583		5708309.58423
48		1419844.69102		2768979.84471		70709.53734		8621238.73793		11534538.79138		5707938.68447
49		1409611.82475		2753173.74343		66049.90606		8624773.60372		11534910.72168		5714636.48577
50		1408940.858		2753828.57684		64053.13916		8622288.58855		11529499.34834		5715077.82876
51		1405616.38027		2750202.34736		61030.41318		8572785.93928		11533063.35047		5612508.52809
52		1405359.91611		2749521.93883		61197.89338		8223528.43378		11048155.68227		5398901.18529
53		1368853.83211		2729435.87297		8271.79125		8234835.10861		11088568.98418		5381101.23304
54		1348921.12759		2722541.08573		-24698.83054		7907584.93819		10563558.36369		5251611.51269
55		1337379.70878		2719791.80662		-45032.38906		7889366.9013		10555743.08177		5222990.72083
56		1330621.44191		2718956.04154		-57713.15772		7877004.71145		10551824.73683		5202184.68607
57		1327662.25045		2721360.1979		-66035.697		7868349.16337		10549880.79308		5186817.53366
58		1323950.10772		2720932.69101		-73032.47558		7861988.27204		10548795.18606		5175181.35802
