episode	mbie_reward_mean	mbie_reward_std_up	mbie_reward_std_down	mbie_eb_reward_mean	mbie_eb_reward_std_up	mbie_eb_reward_std_down
1		710.0		1831.11552		-411.11552		1650.0		3058.72283		241.27717
2		1530.0		2849.88636		210.11364		2270.0		3484.94856		1055.05144
3		1840.0		3127.7888		552.2112		2270.0		3484.94856		1055.05144
4		1220.0		2498.12362		-58.12362		1950.0		3292.57216		607.42784
5		1130.0		2546.3686		-286.3686		1950.0		3292.57216		607.42784
6		1860.0		3378.68364		341.31636		2150.0		3325.7976		974.2024
7		2170.0		3590.59847		749.40153		2150.0		3325.7976		974.2024
8		1860.0		3378.68364		341.31636		1840.0		3127.7888		552.2112
9		2490.0		3735.35136		1244.64864		1530.0		2849.88636		210.11364
10		2180.0		3607.44527		752.55473		1330.0		2713.51003		-53.51003
11		1870.0		3397.12148		342.87852		1530.0		2849.88636		210.11364
12		2190.0		3624.18967		755.81033		2150.0		3325.7976		974.2024
13		1570.0		3140.38212		-0.38212		2150.0		3325.7976		974.2024
14		1590.0		3180.25155		-0.25155		1750.0		3213.72812		286.27188
15		1910.0		3469.77562		350.22438		1440.0		2913.22775		-33.22775
16		2630.0		3624.03219		1635.96781		1530.0		2849.88636		210.11364
17		2640.0		3639.19968		1640.80032		1530.0		2849.88636		210.11364
18		2320.0		3569.63995		1070.36005		1840.0		3127.7888		552.2112
19		2640.0		3639.19968		1640.80032		1730.0		2950.69652		509.30348
20		2550.0		3825.34309		1274.65691		2040.0		3172.43101		907.56899
21		2550.0		3825.34309		1274.65691		2040.0		3172.43101		907.56899
22		2230.0		3690.17122		769.82878		1730.0		2950.69652		509.30348
23		2230.0		3690.17122		769.82878		1640.0		3037.99857		242.00143
24		2870.0		3827.13113		1912.86887		1840.0		3127.7888		552.2112
25		2560.0		3840.0		1280.0		1530.0		2849.88636		210.11364
26		1920.0		3487.67344		352.32656		1220.0		2498.12362		-58.12362
27		960.0		2426.42422		-506.42422		2240.0		3149.06545		1330.93455
28		1160.0		2618.21809		-298.21809		2550.0		3100.0		2000.0
29		840.0		2160.0		-480.0		2350.0		3289.41471		1410.58529
30		520.0		1594.05773		-554.05773		2150.0		3325.7976		974.2024
31		820.0		2104.36755		-464.36755		2150.0		3325.7976		974.2024
32		310.0		1240.0		-620.0		2460.0		3416.24265		1503.75735
33		630.0		1890.1984		-630.1984		2260.0		3467.64233		1052.35767
34		630.0		1890.1984		-630.1984		2260.0		3467.64233		1052.35767
35		630.0		1890.1984		-630.1984		2460.0		3416.24265		1503.75735
36		960.0		2426.42422		-506.42422		2260.0		3467.64233		1052.35767
37		950.0		2401.37865		-501.37865		2260.0		3467.64233		1052.35767
38		1260.0		2803.50251		-283.50251		2150.0		3325.7976		974.2024
39		2080.0		3481.99857		678.00143		2460.0		3416.24265		1503.75735
40		2070.0		3464.30987		675.69013		1330.0		2713.51003		-53.51003
41		1760.0		3233.22775		286.77225		820.0		2104.36755		-464.36755
42		1560.0		3120.25639		-0.25639		2060.0		3446.5064		673.4936
43		1560.0		3120.25639		-0.25639		2150.0		3325.7976		974.2024
44		2190.0		3624.18967		755.81033		2150.0		3325.7976		974.2024
45		2190.0		3624.18967		755.81033		2260.0		3467.64233		1052.35767
46		2190.0		3624.18967		755.81033		2460.0		3416.24265		1503.75735
47		1880.0		3415.44782		344.55218		1950.0		3292.57216		607.42784
48		2190.0		3624.18967		755.81033		1950.0		3292.57216		607.42784
49		2180.0		3607.44527		752.55473		2060.0		3446.5064		673.4936
50		2180.0		3607.44527		752.55473		1440.0		2913.22775		-33.22775
51		2190.0		3624.18967		755.81033		1640.0		3037.99857		242.00143
52		2190.0		3624.18967		755.81033		1730.0		2950.69652		509.30348
53		2830.0		3774.51046		1885.48954		2150.0		3325.7976		974.2024
54		2710.0		3675.86749		1744.13251		2350.0		3289.41471		1410.58529
55		2400.0		3647.39729		1152.60271		2550.0		3100.0		2000.0
